content,score
Katanya free ongkir.....setelah di klik malah jadi mahal ongkirnya... Ga sesuai sama promonya FREE ONGKIR !,1
"Saya kecewa. Dgn pengiriman pake jasa pengiriman lex.id. Ga kan pake lex id lg. Klo kedepan nya di toko yg aku mau belanja, ga ada pilihan jasa pengiriman lg, dan hanya ada lex id, sy ga kan belanja lagi. Mau pake aplikasi sejenis yg lain aja",2
ak suka belanja di lazada karna harganya murah banget,5
ak suka belanja di lazada karna harganya murah banget,5
"Kenapa ya want dulu itu aplikasi ya bagus gak error, tapi sekarang mau masuk aja gak visa kenapa bisa keluar sendiri sekarang udah aku hapus!",1
Produk yang menggunakan aki baterai dan produk berukuran besar tidak ada layanan pengiriman bulky ekonomi / Cargo !!? Mana bisa produk menggunakan aki baterai dikirim menggunakan jasa kirim standar reguler ke antar pulau dengan menggunakan jalur udara !!? Marketplace terlama tapi fiturnya nggak lengkap seperti marketplace sebelah !!?,1
harga terjangkau cepat pengiriman barang bagus banyak pilihan barang sesuai keinginan mantap deh,5
Sangat memudahkan untuk berbelanja harga selalu terjangkau barang memuaskan pengiriman cepat banyak bonusnya lagi Terimakasih lazada,5
Sudah tidak bisa COD lagi di Lazada padahal karena kesalahan penjual yang kirim barang tidak sesuai pesanan dan sudah saya cancel tapi ditolak oleh penjual. Jadi saya tolak paket nya. Dan saya juga sudah laporkan ke Lazada tentang seller yang tidak amanah tapi tidak ada tanggapan dari Lazada malah saya sebagai pembeli yang terkena sangsi. Mungkin sudah saatnya beralih belanja di shoope aja,1
Sayang bangett kenapa lazada skrg mahal lagi ongkirnya..gimana mau jualan kalo ambil 1 barang..tolong lah di murahan lagi ongkirnya minimal 5 ribu atau 10 ribu..ini kok mahal banget 21 ribu sampe 37000..gimana mau bejual lagii...kalo satu toko ada semua produk enak..ini kan beli nya beda2 toko..otomatis kalo pesen 1 rugi ongkir saja..,5
"Sekarang pesan paket di LAZADA nyampenya Lama banget. Aku memutuskan untuk hapus saja apk nya, krn lama banget nyampenya njir.. dulu 3 hari nyampe, skrng harus seminggu. Males...",1
"Harga barang di awal sm harga barang pas mau di checkout kok ya bisa2nya beda tau2 berubah jd lebih tinggi, udah ya pengiriman lama bener paket nyangkut hampir 2 minggu ini ga gerak, tnya cs disuruh nunggu mulu hadeh lazadut lawak bener",1
2kali kecewa sama lazada.kemaren akun lama paylater ga bisa di gunakan.sekarang akun baru voucher ga bisa di klik.lebih baik si oren aja unistal aja dah,1
2kali kecewa sama lazada.kemaren akun lama paylater ga bisa di gunakan.sekarang akun baru voucher ga bisa di klik.lebih baik si oren aja unistal aja dah,1
Ga bisa klaim voucher hijau. Ada notif V99 padahal aplikasi versi terbaru cek bug nya segera,3
Tolong sesuaikan harganya dengan harga yang ada di produknya biar banyak konsumennya yang beli dan jangan di naikin gitu aja makasih,3
"aplikasi ini penjual nya pemaksaan org sdh batalkan pemesanan penjual nya malahan memaksakan mengirim,ya walaupun gmn org mau batal knp hrs tetap di kirim itu namannya pemaksaan membeli ok...pantesan saja banyak yg gmn2 gitu jd imbas nya kurirnya jika begitu,trs kurir nya jg suka maksa atau marah2 jg.sdh ga bagus lazada",1
"Sumpah ga ngotak ongkir pake aplikasi ini, aplikasi macam apa ini, pemerasan, andai tiktokshop gak tutup saya gak mungkin belanja disini , mahal, ongkir lebih mahal dr produknya, kalo ada iklan Lazada selalu lari kelazada padahal saya gak mencet , memaksa bgt agar didownload agar dibeli, aplikasi pemaksaan namanya",1
"Peckingnya harus lebih diperhatikan lagi,agar barang sampai tukuan dengan aman n dalam kondisi baek.",3
Aplikasi belanja online yang sangat bagus selain free ongkir ada potongan juga. Apk nya mantap,5
"pengiriman cepat,gratis ongkir,kurir ramah.the best pokoknya",5
"Toko2 yang menjual barang palsu, produk obat palsu, coba di tindak donk sangat merugikan pembeli, saya sangat kecewa sdh saya laporkan tp toko masih jualan, lazada parah sih toko penipu di piara",1
"sesuai pesanan,barang bagus,harga menentukan kualitas barang yg dibeli",4
"tidak bisa mengambil vocer gratis ongkir error v99, mosok harus ganti hp & nomer telpon, lah gimana kalo erornya 5x walah bisa beli hp 5x cuma buat cek ot di lazada. mumet",1
puas banget.. karena slalu ada gratis ongkir.. potongan harga... dan yg penting pengiriman slalu puas,5
Dulu sih suka banget belanja disini tapi sekarang udh ga karena ga ada diskon2 lagi trs tertera harga berapa ekh pas check out dpt nya harga brp. Udah gitu paylater cuma limit doang yg gede tp udh berbulan2 ga bisa dipakai pada hal mah ga pernah telat,2
Saya suka belanja di lazada cuman kurirnya kurang sopan khususnya area madura kamal bangkalan paket saya udh mau dateng saya di chat tapi saya ketiduran dan jarka waktunya gk lama sekitar 20 menit ketika saya chat buat balik lagi dia malah menjawab gatau terserah nanti.,3
"sementara ngasih bintang 4 dulu, masih baru pertama kali belanja di lazada udah dapet harga murah terus 👍",4
suka bgt belanja di sini buat pengguna baru banyak kejutan smg trus kyk gini gk ada kendala,5
"Knpa playlaternya tidak tersedia di aplikasi lazada saya ya,,pdhl limit nya full.. Kalo mau chek out pake playlater tidak tersedia mulu knpa ya..",3
"Iklan nya sangat menggangu karena sering masuk ke aplikasi nya sendiri tanpa di tekan, mohon jangan begitu",1
"Iklan nya sangat menggangu karena sering masuk ke aplikasi nya sendiri tanpa di tekan, mohon jangan begitu",1
"harus lebih teliti lagi,kalau mau oder barang. jgan sampai barang sudah di tagan barang tak sesui dengan gambar.",3
Kenapa sekarang lazada di gambar harganya murah trus di cek out ganti harganya 2x lipat maksusnya apa woyyy,1
Sekarang merchant nya lebih lengkap dan sangat membantu untuk kebutuhan belanja ny,5
Lazada memang bagus tapi sekarang bikin kecewa karena masalah login. Saya punya akun lazada kebeneran hp saya rusak trus ganti hp baru tp saat login harus verifikasi lewat apk lazada y mana bisa login lawong hp rusak cobalah buat kayak dulu verifikasi pakek wa atau sms kl di rubah kyak dl lg saya tambahin bintangnya.,1
Tolong pihak lazada lebih di perhatikan lagi dan lebih diperbaiki lagi. Untuk Harga produk tidak sesuai yang di pasang sebelum chek out misal diaplikasi terpampang harga 7000 setelah inggin chek out menjadi 45ribu tolong lebih di perhatikan lagi🙏🙏,1
"pengiriman cepat ,dan bajunya sesuai, gk kecewa beli baju di toko ini",5
mantap lah e-commers ini daerah jateng sering dapet gratis ongkir dan vouchernya juga banyak jadi pengen belanja terus.... makasih,5
pengiriman cepat banyak geratis ongkos barang nya juga the best,5
"gratis ongkir, cepat sampainya, pengemasannya ok, barangnya pun lengkap di Lazada...TQ Lazada",5
"tolol bgt lazada lama"" ngelunjak. ga bisa mengklaim voucher gratis ongkir. operator nya sampe nelpon suruh tungguin sampe detik ini ga bisa juga mengklaim voucher. bikin pelanggan kecewa apalagi pelanggan setia. dari 2019 udah pake lazada. tau gini mah mending beralih ke shopee. kecewa bgt sm lazada. ga jelas fiturnya, pas ditroli gratis ongkir giliran mau check out sm sekali ga gratis ongkir. niat nipu bgt, untung liat dulu harga akhirnya brp,. ga amanah. semoga bangkrut lah.😡😡😡😡😡😡😡👊",1
kenapa harga yang tertera (beli sekarang) selalu tidak sesuai setelah di klik (beli sekarang) atau di masukkan ke troli??,5
barangnya sesuai pesanan kurirnya ramah dan cepat sampai,5
"Saya dulu pesan gk seburuk ini, dulu pesan 3 hari sampai , skrng 10 baru sampai , padahal tglny udh lewat",3
Belanja dilazada.. kadang sesuai kadang juga tidak sesuai.. pesanan...banyak kecewa3nyaa...,5
"Kenapa sih lazada sekarang lemot buanget, padal baru aku update loh ini sinyal juga mendukung kok. Hadehhh tolong di perbaiki dong lazada, padal udah srek loh belanja disini karena lebih murah. Eh malah sekarang lemotnya minta ampun 😏😏😏😏",4
aku suka belanja di lazada karna lebih hemat,5
"Kenapa ya sekarang harga & ongkir setelah di klik lebih mahal, gak kaya dulu, & sekarang ongkir ke Sumsel sangat mahal banget gak kaya dulu",3
terimaksih lazada sudah memberikan layanan yg baik dan cepat sampai,5
terimaksih lazada sudah memberikan layanan yg baik dan cepat sampai,5
"biasa belanja online di apk sebelah,tapi sekarang beralih kesini karna cocok di hati🥳",5
"Makin kesini, makin susah cari barang yang di inginkan. Misal keyword : saos ABC 1 kg.. yang keluar emang 1 kg. ( lazmal teratas ). Tapi abis itu, kudu scroll2 ke bawah.. nyari toko lain yg jual kiloan juga. Bikin mager belanja di mari.. mau bandingin harga, sulit. Terus, aturan dan ketentuan voucher gak dimana2.. sulit di mengerti.",4
"Tolong dong di benerin atau minta bantuannya dong kok kalo klaim voucher gratis ongkir selalu ada tulisan gini ""kesalahan karena aktifitas akun yang tidak sesuai v99""",3
Selalu kecewa terakhir beli tas katanya Bess seller tapi jaitan dalamnya sangat kasar resleting kasar sampai macet.jadi kapok belanja padahal barangnya yg di promokan bagus2 datangnya sangat tdk sesuai di mana letak kecurangan nya ini bener2 kita tdk di mengerti .saran saya klo mau pelanggan bertahan sebaiknya jujur promo dan kenyataan harus sama.jika sdh berarti ada kebocoran misalnya barang asli di tukar tapi oleh siapa??? Itu yg harus di cari.maaf ini hanya saran🙏,1
Mohon di respon keluhan saya dong mbak Saya udah lama belanja di aplikasi ini Tapi udah berapa bulan lamanya kog tetap nggak bisa cod ke lokasi saya ya Padahal dulu masih bisa,4
lazada akun ku tidak bisa cod lagi dan sy muak sekali sy ingin pembayaran aman dan terpercaya dipulikan lagi dgn pembayaran cod,2
"Yg katanya ada diskon voucher sudah bisa di klaim tapi saat proses pembayaran tidak bisa di lakukan, sudah 2 hari tetap seperti ini. Sungguh mengecewakan lazada, ini benar ada diskon voucher atau bohong saja..",1
barangnya mantap n pengiriman nya tepat waktu makasih.....sukses selalu.....,1
halo buat lazada.saya selalu gagal masuk akun facebook selalu porclos .meski pun ke ada an sinyal ram memori baik baik aja.mohon segera di cek dan di perbaiki secepat nya?,2
bagus buat lazada sangat membantu..dalam pencarian barang keperluan yg tentu susah bila kita belanja langsung ditoko..namun demikian tolong tingkatkan lagi kwalitas barang yg ditawarkan karena sering tidak sesuai dengan yang ditawarkan,5
"Tadinya suka belanja disini krn byk bonusnya, tp setelah pesenan barang ga sesuai, pengajuan pengembalian barang ga bisa lantaran konfimasi pesanannya sudah di klick, akhirnya jdi belanjanya di aplikasi sebelah, masih banyak seller ga amanah di aplikasi ini",2
"Aduh kecewa sih dengan lazada yang sekarang,banyak barang barang palsu yang dijual tolong buat owner lazada yang terhormat kalo bisa di filter lagi barang barang palsu karena merugikan para customer",1
harga murah barang lumayan dan sesuai harga 🥰. sukses selalu,5
"ada yang jujur juga,masalah ongkir harus jujur juga jika tulisannya gratis ongkir jadi gratis ongkir",4
"suka sekali belanja di lazada,mudah gampang dan ga ribet",5
lumayan...bisa dua kali pesan langsung diubah metode pembayaran,3
"Lazada udh bagus, tapi tolong tekankan ke seller nya klo instant jangan sampai lewat dari 3 jam, saya order intant keterangan lazada 2 jam sampai, tapi di kirim lebih dari 5 jam.",3
"Kenapa Ya LazadaPaylater Tidak Bisa Dipakai Padahal Limit Ada 200rb, Pernah Dipakai 1x Bisa tuh,,Dan Bayar Pun Sebelum Tanggalny Jatuh Tempo,,,Kenapa Sekarang Tidak Bisa Dipakaii Yahhh????",4
"Kenapa Ya LazadaPaylater Tidak Bisa Dipakai Padahal Limit Ada 200rb, Pernah Dipakai 1x Bisa tuh,,Dan Bayar Pun Sebelum Tanggalny Jatuh Tempo,,,Kenapa Sekarang Tidak Bisa Dipakaii Yahhh????",4
"kenapa voucer gratis ongkir minimal belanja 30.000 di hilangkan?,dan kenapa harga produk yg di pasang murah pas di Checkout jadi dua kali lipat ,misalnya harga produk yg di pasang 15.000 pas di Checkout jadi 30.000 tambah ongkos kirim kan jadi kesel padahal udah mau di beli",5
"Pliss kenapa lazaaada spaylatter punya saya ga bisa di gunakan, ga perna telat bayar cicilan, ga punya problem apapun tapi kenapa masih ga bisa di pakai, katanya sementara hampir 7 bulan ga bisa di gunakan woi",3
Hadeh baru sekali beli disini aja udh gabener.paket Dateng hari apa yang Dateng ntah kapan.mana harga sama logo nya beda.harga 11k tb² 200k.,1
"Alhamdulillah Dengan Ada nya Toko lazada merngngankan belanja buat saya, gampang, tidak repot, pelayanan baik. Priduk bisa memilih di jamin Aman.",5
"mudah mudahan selalu amanah, kalo bisa ongkir di murahin dikit, biar gak pindah toko lain 😁😁🙏🙏",5
saya suka sama produk nya semoga sesuai gambar ya terimakasih lazada,5
"Sekarang nggak pernah ada yang gratis ongkir, nggak kaya dulu, sekarang cuma diskon pengiriman itu pun cuma 10 RB, haduh makin mahal barangnya, tolong lah ongkirnya dimurahin, voucher cuma min pembelian 30 dikurangi 10 ribu , sama saja bohong, . Kalo ongkirnya mahal,.",1
untuk saat saya masih pengguna pertama di lazada.semoga amanah dan datang tepat waktu.gitu aja,3
"Harga display sama harga chekout berbeda sekali, sangat merugikan hanya di prank aja, tolong di benahi untuk tampilan harganya,",1
"Lazada dulu lancar"" aja tpi ntah kenapa sekarang masa bru login akun bru udah eror v99 udah login di 3 akun sama saja tolong diperbaiki lagi dan cara penanganannya",1
apk sangat berguna tapi yg kurang hanya kemasannya yg kurang menarik .dan harga ongkir sangat mahal,3
apk sangat berguna tapi yg kurang hanya kemasannya yg kurang menarik .dan harga ongkir sangat mahal,3
"Baru pertama kali makek lazada, lelet bgt proses pengiriman nya ga tau emng dari sellernya atau expedisi nya,biasanya di apk lain cuma tiga hari.",3
"cepat,tepat,ramah,sesuai pesanan",5
Knapa skarang lazada klo cek out ga sesuai harga sama yg ditawarkan. Lebih mahal. Sy jd jarang blanja cn liat2 aja,4
Saya suka belanja d kamu yg harga Murmer cuma makin kesini makin ada biyaya penanganan ataw apa lah kadang juga mahal d ongkir.. dan yg paling saya GK suka itu klw pengiriman nya pake LEX ID paling GK suka belanja harga 10400 d bayar pake uang 20 malah kembalian 8000. Sering banget begitu. Mangkanya sekarang agak malas klw belanja yg ngirim nya LEX ID tolong d perbaiki lagi Abang kurir nya terima kasih,3
"Pertama belanja disini tidak mengecewakan,sesuai pesanan sem0ga amanah selamanya...good job LAZADA 💖",5
Barang yang di promosikan terlalu mahal dan tidak sesuai yng di inginkan. 😒,1
"Makin lama makin ga bener,masa udah login berkali"" tetap ga bisa dan vocer ongkir nya ga bisa di ambil kecewa bangetttttt padahal udah jatuh cinta ma lazada tapi sekarang ga memuaskan",1
pengiriman dari toko sangat cepat plus kurir nya juga ramah,5
"Tolong jangan update terus ini saya belum lama loh update apk lazada, masa iya pembaruan terus.",5
saya pengguna lama dari tahun 2017 sampai sekarang aktif belanja terus & transaksi lain-lain tapi lazbon & lazpaylater belum ada juga. aneh! mending pindah di aplikasi lain.,5
"keren mudah check out nya, gratis ongkir lagi.. tambah sukses lazada",5
"Dulu saya sangat senang dengan apk nih. Tapi sekarang banyak penjual yang kurang amanah dan gak jujur dengan apa yang jual. Kalau bisa bolk toko penjual yang sering asal kirim barang, kan kasih barang yang di beli apa yang di kirim apa. Padahal sebelum beli barang chat dulu sama toko penjual online. Tapi masih aja ada yang gak jujur...",2
Awas untuk temen2 jangan sampe jadi korban di dalam aplikasi ini ada sebagian penipuan saya mengirim top up dana lewat melalui pembayaran saldo lazada. tapi hasilnya ga di kirim2 dan aneh nya di status pengirimanya berhasil dan saya pun sama sekali belum menerima saldo dana nya hati hati ada penipuan berbentuk aplikasi shop semoga tidak ada korban lagi selanjutnya dan untuk kontak cs lazada yang lebih konsisten tanggung jawab,1
"Kenapa pedagang nya jauh² semua, masa riau-jakarta. Jauh kali, kenapa tdk riau batan, riau tembilahan. Coba update kali ini pedagang yang deket² @ja di rekomendasi kan, biar murah ongkirnya",3
Sangat tidak mendukung konsumen.kasian konsumen salah beli tapi tidak bisa di kembalikan.terlalu memihak kepada seller.sangat kecewa.uninstal solusi nya.masih banyak aplikasi online shop yg lain.terima kasih,1
"Jujur saya lebih suka belanja disini tapi setelah diperbarui saya jadi males mau belanja, karena harga yang tertera menjadi berbeda ketika akan di checkout dan ongkir jadi semakin mahal,voucer nya juga semakin sedikit padahal disitu tertulis promo tapi ketika di checkout tidak ada, kadang ketika memilih barang tiba-tiba sering keluar sendiri padahal jaringan nya sedang stabil😒, tolong diperbaiki lagi aplikasinya🙏",1
semuanya bagus..semoga aja belanja barang di Lazada selalu bagus...,5
"belanja di Lazada barangnya keren habis, lw gak belanja disini akan nyesel seumur hidup. murah tapi bukan murahan barangnya.",5
"Aku percaya ama aplikasi ini,, semoga aplikasi ini pun slalu menjaga kepercayaan saya dan gak membuat kecewa.. Tapi Lazada sekarang ongkir nya mahal dan gratis ongkir nya kecil banget.. masa kalah Ama aplikasi lain untuk gratis ongkir nya..",5
"Lazada semakin baik,barang yg di pesan sesui dg promonya dan sukses selalu.",5
"Saya suka belanja di Lazada, pengiriman cepat,kurir ramah dan banyak gratis ongkir ..",5
"Knpa setiap saya mau login tidak bisa terus ,ada tulisannya terlalu banyak permintaan silahkan coba kembali lagi nanti .sampe kpn coba udah 2hari",2
Aplikasinya bagus cuma saran sya pakai jasa pengiriman yg benar2 antar sampai alamat tujuan tdk usah pakai pengiriman sprti JNT express paketnya kita sendiri ambil di kantornya kami yg di luar kota/kmpung rugi hrs keluar lagi uang utk ambil paketnya di kontor.trims,5
Dulu saya sering banget belanja di disini karena banyak vocer dan potongan ongkir.tp sekarang ongkir tambah mahal ga ada potongan ongkir ataupun gratis ongkir padahal belanja di atas 80 RB.kalau dulu belanja 30rb aja udah dapet potongan ongkir walaupun ga gratis ongkir msh pending ongkir 13 RB di potong 10rb.klo skrng harga 60 RB aja ongkir 21rb gila ga,3
"Nggak jelas sistem PayLater, bingung cara pelunasan dan menunggu karena ternyata bisa lewat rekening, tapi di penjelasan malah ke Akulaku. Nggak sengaja transaksi pembelian lagi. Tiba2 akun beku dan disuruh nunggu sebulan. Kan ngawur....",2
sekarang jadi lemot kalo mau buka halaman beranda dan harga yg tertera ketika di co jadi berubah. apalagi kalo co pengirimannya lamaaaa. tolong lahhh jngan begini,1
Voucher flash ada timer. Pas refresh langsung habis mana langsung setengah pengguna yg pakai. e-commerce kalau gak gimmick gak asik ya yg penting cukup tau aja kalau memang semua e-commerce indo saya bintang buruk karena gimmick kalian itu 😂,1
"td nya malas belanja di lazada krn sering kecewa,kok skrg pas download lg bnyak promo,jd seru nie belanja di lazada..",5
"Lazada memang yg paling debes, semua barang yg aku pesan di aplikasi Lazada semuanya bagus dan relpik dengan di gambar, untuk Lazada semoga tambah sukse dan tambah jaya untuk selamanya I love you Lazada 😘😘😘💕",5
Lazada tuh kenapa ya masa mau pesen lgi gak bisa karena akun tolong perbaiki pas awal enak tapi lama2 gitu hadeh,1
"Jangan main lazpanen itu sellernya penipu, gak akan dikirim beras hadiahnya, hanya dikirim resi dan kurirnya kurir dari sellernnya langsung, no resi gak jelas, TDK ada tracking pengiriman tau2 dikabarkan sampai, chat cs hanya suruh nunggu 7 hari, itukan otomatis pengiriman dikonfirmasi diterima jadinya, hari gini masih nipu aja, seller lazpanen ya itu tolong dibilangin ya, jng nipuu.",1
"Bakal uninstal kalo sampe paketan yang d bawa ninja express kedua kalinya ni GK sampe, nungguin lama kurir d chat gak d respon mau protes ke siapa coba, tau2 pengiriman dah 3x lasung d kmbalikan k seller pdahal pgntran k lokasi belum d lakukan sama kurir ninja nya, ninja expres parah, Gak kek dulu gercep, responsif asli. Sekarang tr4sh. Cod jadi susah.",3
"Sebenarnya menyenangkan bgt pakai lazada, tapi sejak pake LEX jadi males belanja, soalnya kurir nya kurang menyenangkan",3
Setiap mau pesen nga ada kolom.buat pesan ke pedagang nya.adain dong jd pembeli ada notip nya.,5
"Pengalaman dengan lazada sangat buruk sekali, ada praktik penipuan dengan apk ini. Hati hati para pengguna lazada, apabila ada yg menawari untuk bekerja sama dengan melakukan tugas yg melibatkan harus transfer uang sejumlah barang yg dibeli oleh reseler. Akan diporoti uang sampai tingkatan tugas dengan komisi tertentu.",1
barang murah dan berkualitas..pengiriman cepat,5
suka banget dgn adanya lazada semua yg kita inginkan jadi enak dgn diam di rumah barang datang sendiri sesuai apa yg kta inginkan moga tambah maju lazada,5
Aplikasinya bagus mending kalian kalau belanja online dilazada aja mudah banget gak ribet kek aplikasi sebelah,5
tolong di proses pwrcepat pengiriman barang nya ya. ni tak kasih bintang 5 aja,5
lazada kacaw pembayaran lancar sebelum jatuh tempo udah di bayar.pas mau cek out barang yang harga na lumayan gede malah di nonaktifkan,1
e-commerce yang underrated tadinya tapi seiring perkembangan dan banyaknya minat konsumen online lazada bisa jadi alternatif karena masih banyak gratis ongkirnya dan banyak diskon² yang lain dibandingkan si oren yang sekarang sudah pelit ongkir dan jarang ada diskon,5
mudah mudahan penjualannya amanah saya berharap klok barangnya sampai sesuai dengan yang di gambar,5
"Yaelahhh kemaren kasih bintang 1 krna koneksi jelek, pdhl kuota+jaringan lancar, sekarang masalah update di pengiriman.sya tinggal di Riau, Sya pesen barang dari Sumatera Utara , awalnya lancar sih, tapi udh nunggu berhari hari kok masih aja di Sumatera Utara dan kok di situ aja, pdhl klo pakai pengiriman sebelah 1-2 hari udh smpai PKU, ini 3 hari kok masih di Sumatera Utara, dan ini baru download apk cek resi ninja dan ternyata udh sampai PKU dan mau di kirim lokasi selanjutnya,,,,",1
Pada hal pembayaran saya lancar gak pernah telat apa lagi terlambat👎👎👎aku kalau harga yang murah sering C O D 👎👎👎 Enak aku laku limitnya besar,1
Tulisan harganya murah Tapi pas mau di cekout nggak sesuai 😁 Pelanggan lama pun sewot🤣,2
Lazada lazpaylater nya ditangani oleh PT.akulaku.. Tp sayang pembayaran nya dibatasi gk bisa digunakan untuk membeli TOKEN dan PULSA.. Padahal token dan pulsa sudah termasuk bahan pokok yg harus di beli setiap bulan... Hidup oren semua serba bisa.,2
SAYA UNINSTAL kecewa dengan beberapa toko yg nakal... Pesanan tak pernah sama dgn yg dipesan...,1
Ini Lazada udah gimana sih gak jelas sudah dulu setiap barang yang mau di beli bisa dan muncul ketika di ketik sekarang knpa gak bisa pas gua mau beli Vape kok malah gak bisa gak muncul padahal gua sudah berusia 20 thn kecewa sih mohon saran ya admin Lazada nanti ku kasih renting bgs,1
banyak penawaran menarik dilazada...apalagi kalau ada gratis ongkir/potongan ongkir.makasih lazada,5
"Udah cape cape main lazpanen 2 bulan, eh beras ga dikirim, tapi statusnya udh diterima, php doang",1
hanya saran kalo bisa pengiriman via ninja di hilangkan saja .pengiriman lelet lama ga bisa di treking juga.,5
"Saya pesen barang, di cancel nggak bisa, pas udah nyampe barangnya nggak sesuai, di retur pun ditolan oleh cs, udah jelas ini Sarang penipu, mending gausah download apk ini",1
"Lah update baru mau login aja ribed hrs pake otp segala..yg lbh kesal lg kl mau coba login ssh msk dgn keterangan terlalu byk permintaan, silahkan coba lg.",2
Setelah apdet kenapa harga asli nya jadi harga 50% tapi pas di klik jadi harga mahal kan jadi pusing blanja nya jadi ga jadi parah,5
pengiriman cepat kurir ramah dan barang sesuai dgn yg di pesan sll ad potongan ongkir,4
"banyak bgt diskonnya cinta bgt sm lazada tapi tolong diperbaiki di bagian liat vidio knp kalo muter vidonya suka ada peringatan sinyal buruk pdhl sinyalku bagus bgt, buka apk lain lancar. smoga diperbaiki ya lazada",5
sangat memuaskan deh untuk belanjaan di sini murah &juga banyak tersedia voucher gratis ongkir👍🙏😁😁😁,5
Knp pesanan saya dibatalkan secara sepihak oleh kurir. Padahal sebelum2nya paket datang dgn aman tnpa kendala. Ini paket baru percobaan dikirim tiba2 dibatalkn secara sepihak. Dgn alasan alamat tidak sesuai . Tidak ad percobaan 2-3 kali. Tiba2 dibatalkan. Itu emang bener2 dikirim apa main klik batal aj si kurirnya. Pembatalan dgn jam malam. Gk logis. Padahal alamat udah jelas patokan jelas. Sebelumnya pesanan sampai dgn aman tanpa kendala. Menjatuhkn nilai lazada krn kurir tsb,1
belanja dilazada sekarang amanah dan dapat dipercaya harga nya terjangkau memuaskan semoga kedepannya lebih bagus lagi yaa lazada pokok nya lope lope lah belanja dilazada yg selalu tau menyenangkan hati konsumen nya,5
Mahal mahal . Tulisannya doang murah pas chekout bisa dua kali lipat dari rulisannya .. Males belanja lg di lazada gada yg terjangkau,1
limit lazbon dan paylater mendadak di bebukan.. padahal sebelumnya pembayaran selalu tepat waktu .. percuma ada limit ga bisa dipake,2
"Semakin jelek ,harga tidak sesuai ,,harga tertera segitu , oas di klik beda aah jeleeek ,, unistal aja",1
puas bgt klo belanja di sini... cepat sampai... tapi kadang barang ga sesuai... tapi gpp yg penting saya suka belanja di sini,5
Kenapa sekarang buat titik alamat udah nggak bisa ya..... Padahal buat pengiriman instan diperlukan buat titik alamatnya.... Ya sudahlah keknya emang udah ngga bisa lagi pesanan instan ini lazada.... Back uninstall ajalah.... Nggak ada titik temu di CS Cleo,1
"Sudah cukup baik ,cuma nama toko /seller kadang tidak tertera wilayah atau kota ,jadi kalau pas belanja mental dapat toko diluar provinsi .",4
Dulu sya sering belanja di lazada banyak diskon tpi sekarang lazada jelek masak playleter masi ada 800 gk bisa di gunain suru perbaimrui setelah di perbarui ttp aja g bisa di pakai tolong dong layanan playleter nya yg bnr,1
"Lazada tmpt favorit belanja online tapi sekarang aku di buat kecewa harga yg di klik dan pas di cekout beda jadi lebih mahal , tolong di perbaiki lagi",4
"barangnya bagus dingin tapi jahitannya kok nggak rapih terus kainnya yg satu tidak sama dengan yg lainnya berbulu,,,,, tapi its oke pengirimannya cepat kurirnya juga ramah😁😁",5
"Ko lucu yakk , di beranda 20.000 pas di klik pesan harganya berubah jadi 40.000 + ketambahan ongkir jadi 60.000 , makin kesini makin makin",5
"Aplikasi asuw, aplikasi gak jelas Makin lama makin parah. Kemarin2 cuma ada biaya penanganan, Sekarang ada lgi biaya layanan Besok ada biaya apalagi njing. Apa kurang banyak untungnya ya, Udah sistemnya begok! Dimana mana kalo belanja bnyak itu makin murah, ga malah makin mahal. Tolol. Ongkir nya tuh kenpa ga 1 juta sekalian. Benerin dulu itu ongkir nya lah, ga usah lah terlalu mahal. Lama2 jadi males juga pake ini aplikasi. Bener2 tolol sistemnya. Begok!!",1
"Sekarang kena biaya setiap checkout, terus gratis ongkir 30rb min 30 udah ga ada lagi, diganti gratis ongkir 20rb min 20rb",1
"Pengalaman saya belanja di lazada banyak nipunya, harga yg tertera dan ongkir mahal banget sesudah CO, ancurrrr",2
"Pihak lazada, tolong cek dulu sebelum blokir akun tidak bisa cod. Orderan hanya sampai di J&T tapi di klaim penolakan barang. Kalo hanya samoai di J&T bagaimana kami membayar dan mengambil barang ? Sedangkan orderan COD. tolong aktifkan kembali bayar ditempat. Pemblokiran COD jangan tetlalu lama, kami kecewa sebagai user lazada karena tidak bisa belanja akibat COD tidak bisa. Trims",1
Masih tidak bisa di gunakan lazpaylaternya padahal sudah mengikuti semua prosedur yang di minta. Sangat mengecewakan padahal bayar tepat waktu terus,1
senang berbelanja d lazada tidak perlu repot pergi ke toko namun palah untung dengan harga yg sangat murah😁🥰,5
belanja di lazada makin irit cuma pengiriman agak lambat bosku dikit,2
"bagus,cocok bgt buat belanja online,jd mudah dan gampang",5
bagus aplikasi nya bisa beli apa saja yang di mauin anak anak......tapi kalo mau pake voucher ga bisa......kalo ga pake voucher pasti harga nya lebih mahal dari harga di produk nya,5
Dulu aku suka banget sama lazada tapi setelah akunku kena v99 aku jadi males ganti ke app shop lain. Bye bye lazada☺,3
saya suka berbelanja di lazada Produk yg di tawarkan berkwalitas dan pastinya harga terjangkau oke makasih lazada dan mitra expedisi ninja exyg terbaik.,5
"Tadi nya saya senang banget karna punya lasbon,,eehh udah bayar lunas bayar lebih awal,,malah gak dkasih lagi malah dibekukan,,gimana sih.",2
Kecewa dengan lazada.. saya pengguna lama malah tidak dapat lazada paylater.. kalah sama shopee.. baru dafatar langsung dapat paylater nya..,1
